sku,proveedor_id,ultima_fecha_compra,ultimo_precio_pyg,ultima_cantidad,total_cantidad_historica,total_lineas_compra
246240,1654,2025-08-22,2.53,94.0,94.0,1
186598,364,2025-09-08,69.67,2.0,2.0,1
250422,1393,2025-09-26,1.24,288.0,288.0,1
215447,364,2025-08-29,1.06,188.0,376.0,2
256035,2502,2025-11-21,88727.27273,4.0,4.0,1
247168,364,2025-08-29,1.55,96.0,96.0,1
162220,364,2024-10-18,1.61,48.0,48.0,1
217556,364,2024-10-18,9.19,9.0,9.0,1
247093,364,2025-08-29,2.01,96.0,96.0,1
161633,364,2025-09-08,57.82,4.0,4.0,1
254875,1926,2025-11-24,7.45,24.0,24.0,1
246782,364,2025-09-08,66.54,6.0,6.0,1
162813,364,2024-10-18,20.51,24.0,24.0,1
222653,2502,2024-12-06,161454.54545,9.0,13.0,2
206248,1654,2025-07-14,146.09,5.0,7.0,2
245931,364,2025-09-08,0.9,120.0,120.0,1
217486,364,2024-10-18,14.65,25.0,25.0,1
217483,364,2025-08-29,19.23,20.0,40.0,2
248365,364,2025-09-19,8.72,24.0,24.0,1
257365,639,2025-12-23,117000.0,4.0,12.0,3
215515,364,2024-10-18,4.92,48.0,48.0,1
215852,364,2024-10-01,1.46,100.0,100.0,1
136617,1926,2024-09-17,5.4,144.0,144.0,1
245959,364,2025-09-08,10.46,12.0,12.0,1
215541,364,2025-08-29,17.9,8.0,16.0,2
217218,1393,2024-10-14,20.5,16.0,16.0,1
248243,364,2025-09-19,0.95,240.0,240.0,1
245928,364,2025-09-08,2.18,96.0,96.0,1
215850,364,2024-10-01,1.46,100.0,100.0,1
222745,1362,2024-11-18,31818.18182,11.0,11.0,1
250348,1393,2025-09-26,0.54,432.0,432.0,1
250440,1393,2025-09-26,1.24,144.0,144.0,1
219895,364,2024-11-07,4.25,32.0,32.0,1
245910,364,2025-09-08,1.17,96.0,96.0,1
250318,1393,2025-09-26,1.85,24.0,24.0,1
215252,364,2024-10-01,3.11,48.0,48.0,1
246408,1654,2025-08-22,1.09,96.0,96.0,1
217073,1393,2024-10-14,3.81,32.0,32.0,1
217442,364,2024-10-18,3.1,96.0,96.0,1
248055,3659,2025-10-24,2.11,240.0,240.0,1
247242,364,2025-08-29,1.79,96.0,96.0,1
250465,1393,2025-09-26,0.63,24.0,24.0,1
213332,1393,2025-10-13,3.0,30.0,40.0,2
217046,1393,2024-10-14,14.85,8.0,8.0,1
245689,364,2025-09-08,12.7,18.0,18.0,1
247236,364,2025-08-29,1.84,72.0,72.0,1
187845,364,2024-11-07,6.58,12.0,12.0,1
250421,1393,2025-09-26,1.4,360.0,360.0,1
248110,364,2025-09-19,5.47,48.0,48.0,1
247027,364,2025-08-29,4.0,72.0,72.0,1
226031,2974,2024-12-21,15000.0,19.0,19.0,1
215008,364,2024-10-18,4.61,12.0,12.0,1
247972,3659,2025-10-24,1.8,72.0,72.0,1
215822,364,2024-10-01,6.39,48.0,48.0,1
246424,1654,2025-08-22,1.73,48.0,48.0,1
247538,3960,2025-09-22,30.9,100.0,100.0,1
236312,1654,2025-07-14,1.92,36.0,36.0,1
215300,364,2024-10-01,10.61,12.0,12.0,1
246256,1654,2025-08-22,1.42,48.0,48.0,1
248471,364,2025-09-19,2.28,64.0,64.0,1
254656,1926,2025-11-24,0.49,144.0,144.0,1
247344,364,2025-08-29,0.66,288.0,288.0,1
215811,364,2024-10-18,6.62,30.0,30.0,1
77276,370,2025-10-10,28290.90909,600.0,1200.0,2
215792,364,2024-10-01,18.11,12.0,12.0,1
217412,364,2024-10-18,3.18,48.0,48.0,1
217478,364,2024-10-18,3.15,24.0,24.0,1
218656,1393,2024-11-07,2.7,48.0,48.0,1
254454,1926,2025-11-24,4.65,48.0,48.0,1
257099,3712,2025-12-06,57272.72727,30.0,30.0,1
219873,3659,2024-10-22,2.46,24.0,24.0,1
248120,3659,2025-10-30,1.51,120.0,120.0,1
254788,1926,2025-11-24,0.96,288.0,288.0,1
218636,364,2024-11-07,3.19,36.0,36.0,1
217521,364,2024-10-18,2.96,48.0,48.0,1
248261,364,2025-09-19,1.23,144.0,144.0,1
247182,364,2025-08-29,13.47,12.0,12.0,1
248199,364,2025-09-19,3.83,36.0,36.0,1
217523,364,2024-10-18,2.96,48.0,48.0,1
247038,364,2025-08-29,3.59,48.0,48.0,1
247140,364,2025-08-29,7.99,16.0,16.0,1
215434,364,2024-10-01,8.58,10.0,10.0,1
217105,364,2024-10-18,2.46,144.0,144.0,1
248516,364,2025-09-19,2.39,80.0,80.0,1
250661,1393,2025-09-26,13.24,2.0,2.0,1
254820,1926,2025-11-24,13.46,16.0,16.0,1
248123,3659,2025-10-30,2.14,72.0,72.0,1
215024,364,2024-10-18,5.46,24.0,24.0,1
215183,364,2024-10-01,3.83,24.0,24.0,1
215229,364,2024-10-18,3.56,72.0,72.0,1
217080,364,2024-10-18,2.71,72.0,72.0,1
248518,364,2025-09-19,3.25,54.0,54.0,1
246001,364,2025-09-08,13.29,24.0,24.0,1
250489,1393,2025-09-26,1.8,48.0,48.0,1
217320,364,2024-10-18,1.77,192.0,192.0,1
254530,1926,2025-11-24,1.73,96.0,96.0,1
245919,364,2025-09-08,1.08,96.0,96.0,1
250426,1393,2025-09-26,0.59,144.0,144.0,1
248180,364,2025-09-19,2.04,72.0,72.0,1
254065,1926,2025-11-24,1.65,36.0,36.0,1
247143,364,2025-08-29,8.79,16.0,16.0,1
220251,2032,2025-11-26,47727.27273,200.0,522.0,6
217549,364,2024-10-18,13.7,18.0,18.0,1
217060,1393,2024-10-14,1.13,228.0,228.0,1
254697,1926,2025-11-24,2.33,80.0,80.0,1
247391,364,2025-08-29,5.37,24.0,24.0,1
217415,364,2024-10-18,2.46,72.0,72.0,1
246229,1654,2025-08-22,21.6,6.0,6.0,1
247332,364,2025-08-29,1.24,96.0,96.0,1
248280,364,2025-09-19,10.9,10.0,10.0,1
256634,2941,2025-12-17,57272.72727,4.0,4.0,1
247152,364,2025-08-29,12.17,12.0,12.0,1
221418,224,2024-11-15,40727.27273,6.0,16.0,2
246776,364,2025-09-08,6.53,24.0,24.0,1
246292,1654,2025-08-22,0.46,100.0,100.0,1
246515,1654,2025-08-22,1.49,48.0,48.0,1
217180,1393,2024-10-14,5.36,20.0,20.0,1
218642,364,2024-11-07,3.64,32.0,32.0,1
248367,364,2025-09-19,12.88,8.0,8.0,1
254825,1926,2025-11-24,5.79,16.0,16.0,1
256448,4114,2025-11-25,63636.36364,6.0,6.0,1
217151,1393,2024-10-14,5.73,48.0,48.0,1
247995,3659,2025-10-24,1.72,160.0,160.0,1
247084,364,2025-08-29,1.54,48.0,48.0,1
250305,1393,2025-09-26,2.86,36.0,36.0,1
250551,1393,2025-09-26,9.09,48.0,48.0,1
62947,370,2025-10-10,28290.90909,600.0,1200.0,2
219821,364,2024-11-07,6.57,24.0,24.0,1
254705,1926,2025-11-24,0.63,576.0,576.0,1
246208,1654,2025-08-22,0.35,216.0,216.0,1
186616,364,2024-10-18,1.25,48.0,48.0,1
215445,364,2024-10-01,9.73,10.0,10.0,1
247197,364,2025-08-29,1.81,108.0,108.0,1
215747,364,2024-10-01,1.26,144.0,144.0,1
246290,1654,2025-08-22,1.05,48.0,48.0,1
194059,2941,2025-12-17,41363.63636,4.0,8.0,3
217373,364,2024-10-18,1.2,96.0,96.0,1
136615,1926,2024-09-17,52.65,15.0,15.0,1
250319,1393,2025-09-26,1.75,36.0,36.0,1
246413,1654,2025-08-22,1.08,96.0,96.0,1
250281,1393,2025-09-26,3.89,24.0,24.0,1
192381,1393,2024-10-14,2.94,48.0,48.0,1
254634,2127,2025-11-03,141818.18182,4.0,4.0,1
254718,975,2025-12-17,5000.0,30.0,71.0,3
254721,975,2025-10-28,7200.0,2.0,2.0,1
215432,364,2024-10-18,2.56,48.0,48.0,1
247130,364,2025-08-29,1.9,72.0,72.0,1
250401,1393,2025-09-26,1.36,240.0,240.0,1
215424,364,2024-11-07,1.59,96.0,96.0,1
254827,1926,2025-11-24,5.79,16.0,16.0,1
247980,3659,2025-10-24,2.26,72.0,72.0,1
247429,364,2025-08-29,10.73,8.0,8.0,1
247435,364,2025-08-29,1.21,24.0,24.0,1
246075,364,2025-09-08,7.79,12.0,12.0,1
250456,1393,2025-09-26,1.19,240.0,240.0,1
248028,3659,2025-10-24,3.28,45.0,45.0,1
219820,364,2024-11-07,6.57,24.0,24.0,1
214787,364,2024-10-01,12.5,16.0,16.0,1
215254,364,2024-10-01,3.78,12.0,12.0,1
248492,364,2025-09-19,1.99,96.0,96.0,1
247358,364,2025-08-29,1.83,48.0,48.0,1
246272,1654,2025-08-22,0.37,100.0,100.0,1
167888,2501,2025-12-19,161863.63636,33.0,129.0,6
217065,1393,2024-10-14,12.24,12.0,12.0,1
246004,364,2025-09-08,3.34,36.0,36.0,1
248378,364,2025-09-19,1.35,120.0,120.0,1
246264,1654,2025-08-22,0.4,100.0,100.0,1
221247,1074,2024-12-11,5454.54545,12.0,24.0,2
247413,364,2025-08-29,6.38,12.0,12.0,1
254683,1926,2025-11-24,1.41,240.0,240.0,1
246850,364,2025-09-08,5.39,24.0,24.0,1
196068,3525,2024-12-16,2181.81818,150.0,150.0,1
246519,1654,2025-08-22,0.82,48.0,48.0,1
136344,1926,2024-09-17,5.4,24.0,24.0,1
247113,364,2025-08-29,1.31,48.0,48.0,1
247146,364,2025-08-29,8.92,18.0,18.0,1
250285,1393,2025-09-26,5.58,36.0,36.0,1
254693,1926,2025-11-24,1.11,288.0,288.0,1
248032,3659,2025-10-24,2.90075,144.0,144.0,1
215572,364,2024-10-01,7.3,12.0,12.0,1
250406,1393,2025-09-26,0.99,240.0,240.0,1
250324,1393,2025-09-26,1.18,288.0,288.0,1
215329,364,2024-10-01,9.43,12.0,12.0,1
219836,3659,2024-10-22,3.82,12.0,12.0,1
217173,1393,2024-10-14,8.23,10.0,10.0,1
218600,1393,2024-11-07,3.76,12.0,12.0,1
215231,364,2025-08-29,3.38,96.0,144.0,2
248006,3659,2025-10-24,8.56,36.0,36.0,1
217281,364,2024-10-18,1.12,192.0,192.0,1
222583,1926,2025-11-24,0.68,200.0,200.0,1
217181,1393,2024-10-14,0.97,288.0,288.0,1
245913,364,2025-09-08,1.66,96.0,96.0,1
250382,1393,2025-09-26,2.66,108.0,108.0,1
254648,1926,2025-11-24,1.19,300.0,300.0,1
217252,1393,2024-10-14,2.03,12.0,12.0,1
248004,3659,2025-10-24,0.77,180.0,180.0,1
245846,364,2025-09-08,4.54,48.0,48.0,1
215029,364,2024-10-18,4.31,36.0,36.0,1
215227,364,2024-10-18,3.5,96.0,96.0,1
247206,364,2025-08-29,1.28,144.0,144.0,1
246400,1654,2025-08-22,1.57,96.0,96.0,1
215260,364,2024-10-01,2.86,48.0,48.0,1
247430,364,2025-08-29,2.06,24.0,24.0,1
258977,364,2026-03-16,4.32,36.0,36.0,1
217334,364,2024-10-18,1.09,180.0,180.0,1
217543,364,2024-10-18,8.28,6.0,6.0,1
254687,1926,2025-11-24,0.54,288.0,288.0,1
222354,3102,2024-11-11,4727.27273,90.0,90.0,1
217536,364,2025-08-29,13.47,24.0,48.0,2
218607,1393,2024-11-07,16.82,3.0,3.0,1
254854,1926,2025-11-24,12.46,12.0,12.0,1
247350,364,2025-08-29,0.64,316.0,316.0,1
246761,364,2025-09-08,6.09,24.0,24.0,1
215193,364,2024-10-01,65.58,12.0,12.0,1
250345,1393,2025-09-26,0.59,240.0,240.0,1
215545,364,2024-10-01,0.83,216.0,216.0,1
215571,364,2024-10-01,5.17,24.0,24.0,1
217058,1393,2024-10-14,2.02,60.0,60.0,1
218625,1393,2024-11-07,3.36,24.0,24.0,1
250528,1393,2025-09-26,5.99,24.0,24.0,1
215831,364,2024-10-01,6.76,12.0,12.0,1
250325,1393,2025-09-26,1.48,240.0,240.0,1
255396,612,2025-12-17,38181.81818,10.0,23.0,2
247989,3659,2025-10-24,1.82,72.0,72.0,1
245982,364,2025-09-08,10.46,12.0,12.0,1
247975,3659,2025-10-24,1.46,72.0,72.0,1
219855,3659,2024-10-22,3.82,6.0,6.0,1
215427,364,2024-10-18,2.31,48.0,48.0,1
246217,1654,2025-08-22,8.0,100.0,100.0,1
247305,364,2025-08-29,1.52,144.0,144.0,1
245718,364,2025-09-08,27.73,8.0,8.0,1
217262,364,2024-10-18,1.38,180.0,180.0,1
250419,1393,2025-09-26,2.34,120.0,120.0,1
247109,364,2025-08-29,5.14,48.0,48.0,1
254761,1926,2025-11-24,6.02,48.0,48.0,1
250298,1393,2025-09-26,3.66,24.0,24.0,1
215902,364,2024-10-18,0.95,192.0,192.0,1
255382,3712,2025-11-14,25454.54545,30.0,54.0,2
245787,364,2025-09-08,10.99,18.0,18.0,1
192207,1362,2025-11-28,272727.27273,1.0,13.0,11
219581,364,2024-11-07,1.98,96.0,96.0,1
62912,370,2025-12-04,101745.45455,100.0,1700.0,3
250615,1393,2025-09-26,16.22,20.0,20.0,1
248360,364,2025-09-19,11.43,4.0,4.0,1
215521,364,2024-10-01,3.51,6.0,6.0,1
247556,3960,2025-09-22,122.54,8.0,8.0,1
219784,3659,2024-10-22,3.19,24.0,24.0,1
224348,2613,2024-12-09,4090.90909,612.0,812.0,2
217054,1393,2024-10-14,4.21,24.0,24.0,1
217165,1393,2024-10-14,0.4,576.0,576.0,1
245770,364,2025-09-08,1.99,64.0,64.0,1
186946,364,2024-10-18,12.97,12.0,12.0,1
247094,364,2025-08-29,2.18,24.0,24.0,1
218623,1393,2024-11-07,2.35,48.0,48.0,1
250548,1393,2025-09-26,2.86,72.0,72.0,1
215200,364,2024-10-01,1.7,48.0,48.0,1
217292,1393,2024-10-14,1.47,72.0,72.0,1
217223,1393,2025-09-26,33.43,4.0,16.0,2
214990,364,2024-10-18,10.43,20.0,20.0,1
254536,1926,2025-11-24,1.87,96.0,96.0,1
247406,364,2025-08-29,3.92,72.0,72.0,1
216872,364,2024-10-18,1.45,144.0,144.0,1
218595,1393,2024-11-07,17.36,8.0,8.0,1
255172,1362,2025-11-07,81818.18182,6.0,6.0,1
245966,364,2025-09-08,3.54,48.0,48.0,1
250577,1393,2025-09-26,11.0,24.0,24.0,1
247532,3960,2025-09-22,52.35,15.0,15.0,1
217125,1393,2024-10-14,11.39,12.0,12.0,1
247212,364,2025-08-29,1.42,144.0,144.0,1
247339,364,2025-08-29,3.78,48.0,48.0,1
255892,77,2025-11-19,10500.0,96.0,96.0,1
215261,364,2024-10-01,6.27,30.0,30.0,1
253979,364,2025-11-24,21.63,6.0,6.0,1
217555,364,2024-10-18,10.65,9.0,9.0,1
220918,1227,2024-10-15,2093456.36364,4.0,4.0,1
194052,2941,2025-12-20,56636.36364,1.0,6.0,3
250284,1393,2025-09-26,3.66,24.0,24.0,1
236303,1654,2025-07-14,2.72,108.0,108.0,1
245929,364,2025-09-08,1.0,144.0,144.0,1
215237,364,2024-10-01,5.22,48.0,48.0,1
215512,364,2024-10-18,4.86,48.0,48.0,1
215797,364,2024-10-18,2.12,48.0,48.0,1
134100,364,2025-08-29,1.54,96.0,144.0,2
246227,1654,2025-08-22,17.6,6.0,6.0,1
245991,364,2025-09-08,3.54,48.0,48.0,1
194407,364,2024-10-18,10.21,12.0,18.0,2
246282,1654,2025-08-22,1.44,50.0,50.0,1
247126,364,2025-08-29,4.79,72.0,72.0,1
217076,364,2024-10-18,1.74,144.0,144.0,1
247993,3659,2025-10-24,0.86,300.0,300.0,1
254658,1926,2025-11-24,0.49,144.0,144.0,1
247222,364,2025-08-29,1.88,96.0,96.0,1
215562,364,2024-10-18,3.9,48.0,48.0,1
250533,1393,2025-09-26,9.41,36.0,36.0,1
254826,1926,2025-11-24,5.79,16.0,16.0,1
247177,364,2025-08-29,0.81,226.0,226.0,1
248465,364,2025-09-19,5.24,36.0,36.0,1
247347,364,2025-08-29,2.84,96.0,96.0,1
194149,941,2025-11-11,4545.45455,12.0,12.0,1
257871,2941,2025-12-20,9545.45455,6.0,6.0,1
247530,3960,2025-09-22,23.87,120.0,120.0,1
247257,364,2025-08-29,2.53,144.0,144.0,1
247986,3659,2025-10-24,2.03,72.0,72.0,1
215807,364,2024-10-01,12.41,6.0,6.0,1
217425,364,2025-08-29,20.4,6.0,24.0,2
250411,1393,2025-09-26,0.78,288.0,288.0,1
250478,1393,2025-09-26,0.59,72.0,72.0,1
215284,364,2024-10-01,5.45,24.0,24.0,1
247518,3960,2025-09-22,3.51,12.0,12.0,1
254816,1926,2025-11-24,3.84,36.0,36.0,1
217417,364,2024-10-18,4.1,36.0,36.0,1
248426,364,2025-09-19,2.94,64.0,64.0,1
215047,364,2024-10-18,6.65,48.0,48.0,1
250739,3515,2025-11-28,6.51,12.0,12.0,1
247464,364,2025-08-29,10.6,24.0,24.0,1
248026,3659,2025-10-24,0.78,96.0,96.0,1
247018,364,2025-08-29,3.55,72.0,72.0,1
254478,1926,2025-11-24,4.0,24.0,24.0,1
254707,1926,2025-11-24,1.02,360.0,360.0,1
215417,364,2024-11-07,1.84,48.0,48.0,1
215524,364,2024-10-01,15.05,6.0,6.0,1
246286,1654,2025-08-22,0.67,50.0,50.0,1
215207,364,2024-11-07,3.49,96.0,96.0,1
246496,1654,2025-08-22,1.12,50.0,50.0,1
224924,2502,2024-12-13,225454.54545,7.0,7.0,1
217255,1393,2024-10-14,3.41,24.0,24.0,1
215758,364,2024-10-01,42.46,2.0,2.0,1
215014,364,2024-10-18,9.98,32.0,32.0,1
215219,364,2024-10-01,2.75,48.0,48.0,1
250364,1393,2025-09-26,0.96,240.0,240.0,1
247390,364,2025-08-29,85.96,3.0,3.0,1
217270,364,2024-10-18,0.98,60.0,60.0,1
163517,1393,2025-09-26,0.32,480.0,480.0,1
220920,1074,2024-10-29,10227.27273,8.0,28.0,2
215057,364,2024-10-18,2.13,36.0,36.0,1
256032,2502,2025-11-21,88727.27273,2.0,2.0,1
254078,1926,2025-11-24,7.61,24.0,24.0,1
247191,364,2025-08-29,1.74,96.0,96.0,1
215511,364,2024-10-18,4.95,48.0,48.0,1
218632,364,2024-11-07,2.71,36.0,36.0,1
245963,364,2025-09-08,8.64,12.0,12.0,1
215574,364,2024-10-01,28.54,4.0,4.0,1
247549,3960,2025-09-22,5.97,48.0,48.0,1
245915,364,2025-09-08,0.9,192.0,192.0,1
194058,2941,2025-12-17,149545.45455,3.0,9.0,4
215909,364,2024-10-01,33.42,4.0,4.0,1
215213,364,2024-10-18,3.56,72.0,72.0,1
248157,3659,2025-10-30,148.71,6.0,6.0,1
248077,3659,2025-10-24,3.81,60.0,60.0,1
247241,364,2025-08-29,1.36,96.0,96.0,1
217092,364,2024-10-18,2.33,72.0,72.0,1
219901,364,2024-11-07,12.18,6.0,6.0,1
246097,364,2025-09-08,14.15,4.0,4.0,1
217286,1393,2025-09-26,4.12,50.0,100.0,2
247085,364,2025-08-29,2.56,48.0,48.0,1
206252,1654,2025-07-14,9.74,24.0,48.0,2
250529,1393,2025-09-26,11.55,12.0,12.0,1
218629,1393,2024-11-07,2.76,96.0,96.0,1
220546,3069,2024-10-11,63000.0,20.0,20.0,1
248143,3659,2025-10-30,2.41,96.0,96.0,1
250297,1393,2025-09-26,7.17,6.0,6.0,1
247425,364,2025-08-29,33.29,3.0,3.0,1
245704,364,2025-09-08,1.42,60.0,60.0,1
256046,2502,2025-11-21,65454.54545,4.0,4.0,1
215812,364,2024-10-18,5.83,24.0,24.0,1
247108,364,2025-08-29,3.2,48.0,48.0,1
217433,364,2024-10-18,5.24,24.0,24.0,1
246415,1654,2025-08-22,1.08,96.0,96.0,1
254664,1926,2025-11-24,0.49,144.0,144.0,1
215810,364,2024-10-18,1.32,144.0,144.0,1
215748,364,2024-10-01,12.65,12.0,12.0,1
248536,364,2025-09-19,7.41,24.0,24.0,1
217055,1393,2024-10-14,8.91,12.0,12.0,1
194050,2941,2025-12-20,28636.36364,1.0,31.0,5
247135,364,2025-08-29,4.91,48.0,48.0,1
254802,1926,2025-11-24,0.98,128.0,128.0,1
247178,364,2025-08-29,7.52,24.0,24.0,1
254798,1926,2025-11-24,12.18,9.0,9.0,1
247123,364,2025-08-29,1.31,48.0,48.0,1
256016,129,2025-11-18,50000.0,1.0,1.0,1
250333,1393,2025-09-26,1.51,240.0,240.0,1
248538,364,2025-09-19,2.39,80.0,80.0,1
247204,364,2025-08-29,1.7,108.0,108.0,1
254651,1926,2025-11-24,1.19,300.0,300.0,1
247971,3659,2025-10-24,1.69,72.0,72.0,1
247072,364,2025-08-29,2.75,81.0,81.0,1
219896,364,2024-11-07,6.41,16.0,16.0,1
236300,1654,2025-07-14,2.24,36.0,36.0,1
250762,3515,2025-11-28,2.06,96.0,96.0,1
248371,364,2025-09-19,13.71,12.0,12.0,1
254690,1926,2025-11-24,0.44,288.0,288.0,1
215462,364,2024-10-01,4.7,32.0,32.0,1
248301,364,2025-09-19,9.65,10.0,10.0,1
219843,364,2024-11-07,3.62,72.0,72.0,1
246055,364,2025-09-08,0.91,192.0,192.0,1
217436,364,2024-10-18,5.79,36.0,36.0,1
215332,364,2024-10-01,9.43,12.0,12.0,1
215458,364,2024-10-18,4.58,48.0,48.0,1
254080,1926,2025-11-24,8.06,32.0,32.0,1
222679,941,2025-11-18,2727.27273,24.0,72.0,2
247337,364,2025-08-29,1.54,72.0,72.0,1
250665,1393,2025-09-26,1.75,48.0,48.0,1
215558,364,2025-08-29,6.76,24.0,48.0,2
247110,364,2025-08-29,1.74,48.0,48.0,1
215775,364,2024-10-01,3.19,24.0,24.0,1
248172,364,2025-09-19,3.88,36.0,36.0,1
254452,1926,2025-11-24,1.69,72.0,72.0,1
254881,1926,2025-11-24,1.32,108.0,108.0,1
255129,2663,2025-12-22,53454.54545,8.0,20.0,2
250634,1393,2025-09-26,1.09,96.0,96.0,1
215279,364,2024-11-07,9.16,16.0,16.0,1
215764,364,2024-10-01,2.44,128.0,128.0,1
217314,364,2024-10-18,0.51,288.0,288.0,1
254450,1926,2025-11-24,1.65,108.0,108.0,1
215215,364,2024-10-18,3.34,72.0,72.0,1
247070,364,2025-08-29,7.11,12.0,12.0,1
219826,364,2024-11-07,9.56,12.0,12.0,1
250289,1393,2025-09-26,3.3,32.0,32.0,1
250620,1393,2025-09-26,6.3,50.0,50.0,1
246069,364,2025-09-08,12.56,14.0,14.0,1
222351,3102,2024-11-11,3454.54545,50.0,50.0,1
194735,3406,2024-11-11,109090.90909,5.0,5.0,1
217059,1393,2024-10-14,2.82,24.0,24.0,1
217156,1393,2024-10-14,2.9,96.0,96.0,1
256036,2502,2025-11-21,87272.72727,3.0,3.0,1
247104,364,2025-08-29,5.02,72.0,72.0,1
250314,1393,2025-09-26,3.3,16.0,16.0,1
247990,3659,2025-10-24,1.69,72.0,72.0,1
215858,364,2024-10-18,2.44,64.0,64.0,1
217235,364,2024-10-18,8.03,48.0,48.0,1
217344,364,2024-10-18,8.31,10.0,10.0,1
248412,364,2025-09-19,1.34,132.0,132.0,1
218660,364,2024-11-07,3.2,16.0,16.0,1
220921,1074,2024-10-15,12954.54545,40.0,40.0,1
247181,364,2025-08-29,9.18,48.0,48.0,1
114796,364,2024-10-01,3.79,36.0,36.0,1
256050,2502,2025-11-21,56000.0,2.0,2.0,1
247380,364,2025-08-29,6.75,12.0,12.0,1
247423,364,2025-08-29,6.57,16.0,16.0,1
250591,1393,2025-09-26,12.15,16.0,16.0,1
219870,3659,2024-10-22,1.23,24.0,24.0,1
250384,1393,2025-09-26,3.68,72.0,72.0,1
219854,3659,2024-10-22,6.62,6.0,6.0,1
245975,364,2025-09-08,5.86,24.0,24.0,1
215872,364,2024-10-18,3.86,48.0,48.0,1
248467,364,2025-09-19,6.83,16.0,16.0,1
217318,364,2025-08-29,1.04,192.0,384.0,2
248430,364,2025-09-19,3.78,48.0,48.0,1
250541,1393,2025-09-26,10.27,12.0,12.0,1
250563,1393,2025-09-26,16.85,6.0,6.0,1
250612,1393,2025-09-26,5.26,24.0,24.0,1
218635,364,2024-11-07,3.2,32.0,32.0,1
254817,1926,2025-11-24,3.84,36.0,36.0,1
250331,1393,2025-09-26,1.24,240.0,240.0,1
215870,364,2024-10-18,2.65,80.0,80.0,1
248145,364,2025-09-19,5.25,24.0,24.0,1
248346,364,2025-09-19,3.05,48.0,48.0,1
218596,1393,2024-11-07,16.65,16.0,16.0,1
250504,1393,2025-09-26,2.92,60.0,60.0,1
246525,1654,2025-08-22,0.45,400.0,400.0,1
248136,3659,2025-10-30,1.93,128.0,128.0,1
246317,1654,2025-08-22,0.32,50.0,50.0,1
254765,1926,2025-11-24,6.6,16.0,16.0,1
217063,1393,2024-10-14,7.66,12.0,12.0,1
254724,29,2025-12-19,3863.63636,11.0,11.0,1
217413,364,2024-10-18,3.18,48.0,48.0,1
250307,1393,2025-09-26,3.06,18.0,18.0,1
217348,364,2024-10-18,4.92,24.0,24.0,1
248024,3659,2025-10-24,1.11,96.0,96.0,1
247371,364,2025-08-29,17.41,12.0,12.0,1
191401,1362,2026-02-04,259090.90909,2.0,27.0,9
186609,364,2025-08-29,1.19,120.0,240.0,2
217124,1393,2024-10-14,7.86,12.0,12.0,1
247317,364,2025-08-29,1.82,144.0,144.0,1
250737,3515,2025-11-28,4.91,12.0,12.0,1
250640,1393,2025-09-26,0.73,144.0,144.0,1
248251,364,2025-09-19,2.79,60.0,60.0,1
192364,1393,2024-10-14,2.0,288.0,288.0,1
217272,1393,2024-10-14,2.96,48.0,48.0,1
247259,364,2025-08-29,1.77,96.0,96.0,1
248020,3659,2025-10-24,0.7,96.0,96.0,1
215235,364,2024-10-01,12.92,6.0,6.0,1
256037,2502,2025-11-21,76363.63636,3.0,3.0,1
255173,1362,2025-11-07,72727.27273,6.0,6.0,1
218659,364,2024-11-07,3.7,18.0,18.0,1
215212,364,2024-11-07,11.25,9.0,9.0,1
246762,364,2025-09-08,6.38,32.0,32.0,1
214790,364,2024-10-01,27.27,3.0,3.0,1
246876,364,2025-09-08,3.03,24.0,24.0,1
250636,1393,2025-09-26,1.12,24.0,24.0,1
217066,1393,2024-10-14,5.54,48.0,48.0,1
254645,1926,2025-11-24,0.64,180.0,180.0,1
136622,1926,2024-09-17,51.3,80.0,80.0,1
214993,364,2024-10-18,6.3,40.0,40.0,1
254481,1926,2025-11-24,4.0,24.0,24.0,1
247346,364,2025-08-29,0.55,288.0,288.0,1
247512,3960,2025-09-22,58.47,24.0,24.0,1
217087,364,2024-10-18,2.27,72.0,72.0,1
186850,364,2024-10-01,5.26,48.0,48.0,1
215527,364,2024-10-01,9.12,24.0,24.0,1
218606,1393,2025-09-26,42.98,6.0,18.0,2
217241,1393,2024-10-14,6.27,24.0,24.0,1
219879,364,2024-11-07,16.71,6.0,6.0,1
246732,364,2025-09-08,0.66,72.0,72.0,1
254781,1926,2025-11-24,7.3,36.0,36.0,1
247312,364,2025-08-29,0.92,240.0,240.0,1
248108,3659,2025-10-30,0.98,144.0,144.0,1
246514,1654,2025-08-22,0.88,50.0,50.0,1
219876,3659,2024-10-22,2.26,24.0,24.0,1
136345,1926,2024-09-17,8.1,60.0,60.0,1
254129,1926,2025-11-24,1.65,108.0,108.0,1
246770,364,2025-09-08,3.8,48.0,48.0,1
248432,364,2025-09-19,3.6,48.0,48.0,1
247145,364,2025-08-29,4.45,48.0,48.0,1
250556,1393,2025-09-26,2.69,96.0,96.0,1
247074,364,2025-08-29,3.14,72.0,72.0,1
136769,1926,2024-09-17,2.7,108.0,108.0,1
250377,1393,2025-09-26,0.54,192.0,192.0,1
247139,364,2025-08-29,5.27,48.0,48.0,1
215336,364,2024-10-18,4.95,48.0,48.0,1
218579,1393,2024-11-07,3.6,36.0,36.0,1
250549,1393,2025-09-26,8.25,64.0,64.0,1
